fun_score,id_suggest,noun,adjective,context,shatter
68,limited_throw_blanket,throw blanket,limited,from a raid,maybe
68,limited_tripod_broken,tripod broken,limited,from a divorce,maybe
68,limited_uvb_bulb,UVB bulb,limited,full of glitter,maybe
68,plastic_betamax_stack,Betamax stack,plastic,full of glitter,maybe
68,plastic_cheese_board,cheese board,plastic,welded shut,maybe
68,plastic_cushion_insert,cushion insert,plastic,smelling of fish,maybe
68,plastic_toothpick_dispenser,toothpick dispenser,plastic,full of glitter,maybe
68,plastic_turntable,turntable,plastic,from a raid,maybe
68,rusty_baby_food_jars,baby food jars,rusty,still beeping,maybe
68,rusty_label_maker,label maker,rusty,from a raid,maybe
68,rusty_lantern_camping,lantern camping,rusty,full of glitter,maybe
68,rusty_protein_skimmer,protein skimmer,rusty,smelling of fish,maybe
68,rusty_smoke_bombs_novelty,smoke bombs novelty,rusty,smelling of fish,maybe
68,rusty_soap_on_a_rope,soap on a rope,rusty,with a lawsuit,maybe
68,rusty_toy_chest,toy chest,rusty,labeled EVIDENCE,maybe
68,school_coffee_maker,coffee maker,school,from a divorce,maybe
68,school_exersaucer,exersaucer,school,welded shut,maybe
68,school_high_chair,high chair,school,in a sock,maybe
68,signed_bath_thermometer,bath thermometer,signed,full of glitter,maybe
68,signed_chocolate_fountain,chocolate fountain,signed,still beeping,maybe
68,signed_coaster_cork,coaster cork,signed,full of glitter,maybe
68,signed_egg_incubator,egg incubator,signed,smelling of fish,maybe
68,signed_hot_plate,hot plate,signed,from a divorce,maybe
68,signed_teeter_board,teeter board,signed,smelling of fish,maybe
68,signed_watering_can,watering can,signed,in a sock,maybe
67,burnt_cello_broken,cello broken,burnt,with a lawsuit,maybe
67,burnt_cigar_humidor,cigar humidor,burnt,in a sock,maybe
67,burnt_organ_pedal,organ pedal,burnt,in a sock,maybe
67,burnt_origami_paper,origami paper,burnt,from a divorce,maybe
67,burnt_shake_weight,shake weight,burnt,from a divorce,maybe
67,dedicated_abacus_kids,abacus kids,dedicated,still beeping,maybe
67,dedicated_arrow_through_head,arrow through head,dedicated,with a photo,maybe
67,dedicated_canteen_army,canteen army,dedicated,in a sock,maybe
67,dedicated_cootie_catcher_pack,cootie catcher pack,dedicated,won at casino,maybe
67,dedicated_drop_spindle,drop spindle,dedicated,won at casino,maybe
67,dedicated_harmonica_chrome,harmonica chrome,dedicated,smelling of fish,maybe
67,dedicated_parrot_perch,parrot perch,dedicated,labeled EVIDENCE,maybe
67,dedicated_pattern_envelope,pattern envelope,dedicated,still beeping,maybe
67,dedicated_tire_iron,tire iron,dedicated,stolen then returned,maybe
67,dedicated_toaster,toaster,dedicated,with a photo,maybe
67,dedicated_yarn_skein_bin,yarn skein bin,dedicated,from a raid,maybe
67,evidence_afghan_granny,afghan granny,evidence,full of rice,maybe
67,evidence_boomerang,boomerang,evidence,won at carnival,maybe
67,evidence_cabinet_speaker,cabinet speaker,evidence,with no power cord,maybe
67,evidence_cape_velvet,cape velvet,evidence,labeled DO NOT SELL,maybe
67,evidence_cb_radio,CB radio,evidence,smelling of smoke,maybe
67,evidence_doubloon_plastic,doubloon plastic,evidence,wrapped in newspaper,maybe
67,evidence_drone_crashed,drone crashed,evidence,smelling of perfume,maybe
67,evidence_garter,garter,evidence,from a flood,maybe
67,evidence_lipstick_bullet,lipstick bullet,evidence,with mouse droppings,maybe
67,evidence_menorah,menorah,evidence,won at carnival,maybe
67,evidence_poker_chip_rack,poker chip rack,evidence,smelling of perfume,maybe
67,evidence_rotary_phone,rotary phone,evidence,with a dead battery,maybe
67,evidence_skeleton_half,skeleton half,evidence,with the wrong remote,maybe
67,evidence_soap_on_a_rope,soap on a rope,evidence,won at carnival,maybe
67,expired_bird_swing,bird swing,expired,full of glitter,maybe
67,expired_brine_shrimp_hatchery,brine shrimp hatchery,expired,in a sock,maybe
67,expired_checkers_set,checkers set,expired,smelling of fish,maybe
67,expired_cheer_megaphone,cheer megaphone,expired,from a raid,maybe
67,expired_cpap_machine,CPAP machine,expired,welded shut,maybe
67,expired_hygrometer,hygrometer,expired,smelling of fish,maybe
67,expired_pool_noodle_bin,pool noodle bin,expired,full of glitter,maybe
67,expired_raclette_grill,raclette grill,expired,smelling of fish,maybe
67,expired_ratchet_strap_pack,ratchet strap pack,expired,stolen then returned,maybe
67,expired_signed_basketball,signed basketball,expired,won at casino,maybe
67,expired_slug_pellets,slug pellets,expired,from a raid,maybe
67,expired_world_time_clock,world time clock,expired,from a divorce,maybe
67,foreclosure_brush_roll,brush roll,foreclosure,stolen then returned,maybe
67,foreclosure_callus_grater,callus grater,foreclosure,full of glitter,maybe
67,foreclosure_dot_matrix,dot matrix,foreclosure,with a lawsuit,maybe
67,foreclosure_egg_timer,egg timer,foreclosure,won at casino,maybe
67,foreclosure_foam_finger,foam finger,foreclosure,with a lawsuit,maybe
67,foreclosure_hose_nozzle,hose nozzle,foreclosure,full of glitter,maybe
67,foreclosure_magic_cards_bulk,Magic cards bulk,foreclosure,with a lawsuit,maybe
67,foreclosure_passport_stamp_kit,passport stamp kit,foreclosure,full of glitter,maybe
67,foreclosure_recipe_box,recipe box,foreclosure,won at casino,maybe
67,foreclosure_skate_helmet,skate helmet,foreclosure,from a divorce,maybe
67,gag_acrylic_set,acrylic set,gag,full of coins,maybe
67,gag_boutonniere_dried,boutonniere dried,gag,in a trash bag,maybe
67,gag_chest_empty,chest empty,gag,taped shut,maybe
67,gag_dealer_shoe,dealer shoe,gag,with a photo,maybe
67,gag_ferret_hammock,ferret hammock,gag,never opened,maybe
67,gag_first_aid_antique,first aid antique,gag,never opened,maybe
67,gag_flippers,flippers,gag,zip-tied,maybe
67,gag_laser_pointer,laser pointer,gag,with a photo,maybe
67,gag_mortar_pharmacy,mortar pharmacy,gag,labeled FREE,maybe
67,gag_paint_by_numbers,paint by numbers,gag,labeled DO NOT SELL,maybe
67,gag_pastry_blender,pastry blender,gag,labeled FREE,maybe
67,gag_plasma_ball,plasma ball,gag,labeled MOM,maybe
67,gag_rackmount_empty,rackmount empty,gag,full of rice,maybe
67,gag_rat_trap,rat trap,gag,wrapped in newspaper,maybe
67,gag_sea_chest,sea chest,gag,wrapped in newspaper,maybe
67,gag_sextant,sextant,gag,in a trash bag,maybe
67,gag_shark_tooth_jar,shark tooth jar,gag,with a receipt,maybe
67,gag_step_stool_kids,step stool kids,gag,full of coins,maybe
67,gag_tray_table,tray table,gag,labeled DO NOT SELL,maybe
67,haunted_baseball_cards_shoe_box,baseball cards shoe box,haunted,with a note,maybe
67,haunted_bayonet_dull,bayonet dull,haunted,smelling of perfume,maybe
67,haunted_candy_thermometer,candy thermometer,haunted,labeled MOM,maybe
67,haunted_egg_cup_set,egg cup set,haunted,padlocked,maybe
67,haunted_kitchen_timer,kitchen timer,haunted,opened once,maybe
67,haunted_lawn_flamingo_pair,lawn flamingo pair,haunted,with instructions missing page 2,maybe
67,haunted_mood_light,mood light,haunted,full of sand,maybe
67,haunted_night_guard,night guard,haunted,full of sand,maybe
67,haunted_oxygen_bottle_prop,oxygen bottle prop,haunted,smelling of smoke,maybe
67,haunted_printer_carcass,printer carcass,haunted,in a trash bag,maybe
67,haunted_rabbit_hutch_door,rabbit hutch door,haunted,from a flood,maybe
67,haunted_sheet_music_binder,sheet music binder,haunted,smelling of perfume,maybe
67,haunted_skeleton_half,skeleton half,haunted,taped shut,maybe
67,haunted_teeter_board,teeter board,haunted,padlocked,maybe
67,haunted_umbrella_stroller,umbrella stroller,haunted,full of rice,maybe
67,lab_conga,conga,lab,welded shut,maybe
67,lab_gas_mask_toy,gas mask toy,lab,still beeping,maybe
67,lab_gps_tracker_pet,GPS tracker pet,lab,still beeping,maybe
67,lab_marquee_letter,marquee letter,lab,welded shut,maybe
67,lab_model_rocket,model rocket,lab,won at casino,maybe
67,lab_playpen,playpen,lab,full of glitter,maybe
67,lab_rain_gauge,rain gauge,lab,stolen then returned,maybe
67,lab_recipe_box,recipe box,lab,labeled EVIDENCE,maybe
67,lab_singing_bowl,singing bowl,lab,with a lawsuit,maybe
67,lab_spray_paint_crate,spray paint crate,lab,full of glitter,maybe
67,limited_abacus_kids,abacus kids,limited,smelling of fish,maybe
67,limited_agility_tunnel,agility tunnel,limited,in a sock,maybe
67,limited_gi_joe_footlocker,G.I. Joe footlocker,limited,still beeping,maybe
67,limited_gramophone,gramophone,limited,with a photo,maybe
67,limited_inhaler_spacer,inhaler spacer,limited,stolen then returned,maybe
67,limited_live_rock_dry,live rock dry,limited,labeled EVIDENCE,maybe
67,limited_marquee_letter,marquee letter,limited,smelling of fish,maybe
67,limited_spigot_key,spigot key,limited,from a raid,maybe
67,plastic_flask_engraved,flask engraved,plastic,stolen then returned,maybe
67,plastic_hand_mixer,hand mixer,plastic,with a lawsuit,maybe
67,plastic_microscope,microscope,plastic,welded shut,maybe
67,plastic_mouthguard_case,mouthguard case,plastic,from a raid,maybe
67,plastic_pallet_jack_toy,pallet jack toy,plastic,won at casino,maybe
67,plastic_pedicure_tub,pedicure tub,plastic,from a divorce,maybe
67,plastic_plaque_employee_month,plaque employee month,plastic,still beeping,maybe
67,plastic_playdough_dried,playdough dried,plastic,smelling of fish,maybe
67,plastic_shin_guards,shin guards,plastic,welded shut,maybe
67,plastic_top_hat_rabbit,top hat rabbit,plastic,from a raid,maybe
67,plastic_trombone_slide,trombone slide,plastic,full of glitter,maybe
67,rusty_baby_shoes_bronze,baby shoes bronze,rusty,still beeping,maybe
67,rusty_backdrop_roll,backdrop roll,rusty,with a lawsuit,maybe
67,rusty_game_boy,Game Boy,rusty,won at casino,maybe
67,rusty_light_meter,light meter,rusty,welded shut,maybe
67,rusty_mouthguard_sports,mouthguard sports,rusty,labeled EVIDENCE,maybe
67,rusty_sand_timer_giant,sand timer giant,rusty,still beeping,maybe
67,rusty_uv_nail_lamp,UV nail lamp,rusty,smelling of fish,yes
67,rusty_vhs_security_tapes,VHS security tapes,rusty,in a sock,maybe
67,school_addressograph,addressograph,school,stolen then returned,maybe
67,school_coral_frag_rack,coral frag rack,school,from a divorce,maybe
67,school_hand_puppets,hand puppets,school,welded shut,maybe
67,school_harness_dog,harness dog,school,from a divorce,maybe
67,school_incense_burner,incense burner,school,stolen then returned,maybe
67,school_mascot_head,mascot head,school,labeled MOM,maybe
67,school_mezuzah,mezuzah,school,welded shut,maybe
67,school_powder_puff,powder puff,school,smelling of fish,maybe
67,school_rc_helicopter,RC helicopter,school,in a sock,maybe
67,school_scrapbook_kit,scrapbook kit,school,full of glitter,maybe
67,signed_barf_bag_signed,barf bag signed,signed,with a lawsuit,maybe
67,signed_human_anatomy_model,human anatomy model,signed,with a lawsuit,maybe
67,signed_notary_stamp_fake,notary stamp fake,signed,in a sock,maybe
67,signed_ring_light,ring light,signed,won at casino,maybe
67,signed_ship_in_bottle,ship in bottle,signed,labeled FREE,maybe
67,signed_syquest_cartridge,SyQuest cartridge,signed,welded shut,maybe
67,signed_toothpick_dispenser,toothpick dispenser,signed,won at casino,maybe
67,signed_walkie_talkie,walkie-talkie,signed,still beeping,maybe
66,burnt_barbie_head_only,Barbie head only,burnt,from a divorce,maybe
66,burnt_beetle_pins,beetle pins,burnt,full of glitter,maybe
66,burnt_emf_meter_toy,EMF meter toy,burnt,with a lawsuit,maybe
66,burnt_gravel_vacuum,gravel vacuum,burnt,welded shut,maybe
66,burnt_kitchen_scale,kitchen scale,burnt,with a lawsuit,maybe
66,burnt_prank_call_book,prank call book,burnt,from a raid,maybe
66,dedicated_blood_pressure_cuff,blood pressure cuff,dedicated,still beeping,maybe
66,dedicated_bolt_cutters,bolt cutters,dedicated,stolen then returned,maybe
66,dedicated_cedar_chest,cedar chest,dedicated,welded shut,maybe
66,dedicated_easel_collapsible,easel collapsible,dedicated,still beeping,maybe
66,dedicated_hamster_wheel,hamster wheel,dedicated,full of glitter,maybe
66,dedicated_microscope,microscope,dedicated,smelling of fish,maybe
66,dedicated_mister_bottle,mister bottle,dedicated,full of glitter,maybe
66,dedicated_mousetrap_pack,mousetrap pack,dedicated,from a raid,maybe
66,dedicated_printer_carcass,printer carcass,dedicated,won at casino,maybe
66,evidence_backdrop_roll,backdrop roll,evidence,won at carnival,maybe
66,evidence_blanket_chest,blanket chest,evidence,never opened,maybe
66,evidence_bonsai_tools,bonsai tools,evidence,with mouse droppings,maybe
66,evidence_camera_bag_empty,camera bag empty,evidence,with the wrong remote,maybe
66,evidence_catio_panel,catio panel,evidence,with a dead battery,maybe
66,evidence_cpap_machine,CPAP machine,evidence,with instructions missing page 2,maybe
66,evidence_forklift_key,forklift key,evidence,with instructions missing page 2,maybe
66,evidence_glue_trap_unused,glue trap unused,evidence,zip-tied,maybe
66,evidence_iv_stand,IV stand,evidence,won at carnival,maybe
66,evidence_nintendo_power_glove,Nintendo Power Glove,evidence,labeled MOM,maybe
66,evidence_pet_stroller,pet stroller,evidence,labeled DO NOT SELL,maybe
66,evidence_pillow_form,pillow form,evidence,with a photo,maybe
66,evidence_row_machine,row machine,evidence,zip-tied,maybe
66,expired_conditioner_gallon,conditioner gallon,expired,labeled EVIDENCE,maybe
66,expired_eyepatch_silk,eyepatch silk,expired,full of glitter,maybe
66,expired_fish_mount,fish mount,expired,won at casino,maybe
66,expired_modeling_clay,modeling clay,expired,from a divorce,maybe
66,expired_mouthguard_sports,mouthguard sports,expired,stolen then returned,maybe
66,expired_smoke_alarm_chirp,smoke alarm chirp,expired,with a lawsuit,maybe
66,foreclosure_boutonniere_dried,boutonniere dried,foreclosure,won at casino,maybe
66,foreclosure_film_reel,film reel,foreclosure,still beeping,maybe
66,foreclosure_fog_machine,fog machine,foreclosure,smelling of fish,maybe
66,foreclosure_instant_pot_clone,instant pot clone,foreclosure,still beeping,maybe
66,foreclosure_propane_tank_empty,propane tank empty,foreclosure,smelling of fish,maybe
66,foreclosure_zip_drive,ZIP drive,foreclosure,full of glitter,maybe
66,gag_back_scrubber,back scrubber,gag,never opened,maybe
66,gag_badge_press,badge press,gag,full of sand,maybe
66,gag_bubble_bath_jug,bubble bath jug,gag,from a flood,maybe
66,gag_camping_stove,camping stove,gag,with mouse droppings,maybe
66,gag_dice_casino,dice casino,gag,taped shut,maybe
66,gag_egg_beater,egg beater,gag,with a note,maybe
66,gag_fish_food_tin,fish food tin,gag,smelling of perfume,maybe
66,gag_flash_bulb_box,flash bulb box,gag,labeled DO NOT SELL,maybe
66,gag_magic_cards_bulk,Magic cards bulk,gag,full of sand,maybe
66,gag_military_uniform,military uniform,gag,with no power cord,maybe
66,gag_nightstick_foam,nightstick foam,gag,glued shut,maybe
66,gag_plate_divider_kids,plate divider kids,gag,with a dead battery,maybe
66,gag_spinning_wheel,spinning wheel,gag,with no power cord,maybe
66,haunted_blanket_security,blanket security,haunted,with mouse droppings,maybe
66,haunted_cleats_muddy,cleats muddy,haunted,full of sand,maybe
66,haunted_decanter,decanter,haunted,smelling of perfume,maybe
66,haunted_flask_engraved,flask engraved,haunted,labeled MOM,maybe
66,haunted_gag_teeth,gag teeth,haunted,wrapped in newspaper,maybe
66,haunted_honey_extractor_toy,honey extractor toy,haunted,from a flood,maybe
66,haunted_life_vest,life vest,haunted,from a flood,maybe
66,haunted_medal_box,medal box,haunted,wrapped in newspaper,maybe
66,haunted_newton_cradle,newton cradle,haunted,with a receipt,maybe
66,haunted_piñata_empty,piñata empty,haunted,from a flood,maybe
66,haunted_scout_sash,scout sash,haunted,in a trash bag,maybe
66,haunted_scuba_mask,scuba mask,haunted,smelling of smoke,maybe
66,haunted_slime_jar,slime jar,haunted,with a note,maybe
66,haunted_sock_puppet_kit,sock puppet kit,haunted,won at carnival,maybe
66,haunted_tea_tin_set,tea tin set,haunted,opened once,maybe
66,haunted_thigh_master,thigh master,haunted,in a trash bag,maybe
66,haunted_treasure_map_fake,treasure map fake,haunted,padlocked,maybe
66,lab_acrylic_set,acrylic set,lab,in a sock,maybe
66,lab_action_cam_cracked,action cam cracked,lab,still beeping,maybe
66,lab_car_battery,car battery,lab,smelling of fish,maybe
66,lab_midi_keyboard,MIDI keyboard,lab,from a raid,maybe
66,lab_muffin_tin,muffin tin,lab,in a sock,maybe
66,lab_shape_sorter,shape sorter,lab,in a sock,maybe
66,lab_step_stool_kids,step stool kids,lab,in a sock,maybe
66,lab_tambourine,tambourine,lab,from a raid,maybe
66,lab_terrarium,terrarium,lab,welded shut,maybe
66,lab_whoopee_cushion_pack,whoopee cushion pack,lab,with instructions missing page 2,maybe
66,limited_band_jacket,band jacket,limited,still beeping,maybe
66,limited_compass_brass,compass brass,limited,with a lawsuit,maybe
66,limited_dealer_shoe,dealer shoe,limited,full of glitter,maybe
66,limited_dip_pen_set,dip pen set,limited,from a divorce,maybe
66,limited_fabric_shaver,fabric shaver,limited,from a raid,maybe
66,limited_garden_gnome_army,garden gnome army,limited,from a divorce,maybe
66,limited_terrarium,terrarium,limited,smelling of fish,maybe
66,limited_tray_table,tray table,limited,won at casino,maybe
66,limited_vaporizer_antique,vaporizer antique,limited,from a raid,maybe
66,plastic_addressograph,addressograph,plastic,labeled EVIDENCE,maybe
